Temperature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,SDI,Level
23,52.15,21.15,36.46,28.23,1.69,33.5,Moderate
33,56.03,46.07,54.78,40.28,22.4,16.58,Low
29,77.72,64.67,16.1,49.94,11.19,38.1,Moderate
27,60.66,39.82,11.76,47.75,28.6,25.09,Low
24,56.29,43.52,57.61,39.83,16.87,8.91,Healthy
39,76.66,24.33,33.86,26.24,18.18,45.22,Moderate
22,39.8,55.83,24.86,46.38,25.26,27.22,Low
23,66.4,26.99,53.5,42.34,25.57,20.93,Low
39,53.01,48.15,58.86,20.55,25.49,30.66,Moderate
25,57.49,52.23,43.31,21.67,26.6,9.44,Healthy
23,62.3,61.36,46.31,6.54,8.55,27.99,Low
40,25.73,11.89,15.88,40.94,4.25,72.96,High
25,49.01,49.77,53.66,38.37,18.84,6.61,Healthy
33,75.28,10.54,59.07,11.09,5.6,55.98,Moderate
20,62.93,67.71,47.23,33.81,24.54,18.38,Low
25,28.26,52.32,55.61,10.25,29.95,32.34,Moderate
32,66.25,68.73,18.61,31.66,19.4,29.89,Low
29,57.58,42.92,11.53,36.0,14.7,21.66,Low
25,64.01,45.27,46.3,49.18,18.25,9.81,Healthy
24,60.21,49.2,52.36,41.95,17.45,4.12,Healthy
37,67.26,23.38,56.97,8.1,4.45,53.31,Moderate
25,55.51,49.98,43.74,24.33,12.46,8.42,Healthy
35,75.0,26.29,58.93,12.46,24.83,44.78,Moderate
20,60.3,40.9,19.37,15.03,10.5,29.98,Low
20,75.71,59.29,49.61,20.26,28.49,27.11,Low
29,63.36,64.88,49.09,35.89,24.62,15.68,Low
40,25.67,14.46,21.62,22.23,7.98,70.17,High
38,28.33,13.23,9.04,12.47,4.73,79.11,High
40,21.7,13.29,9.08,11.7,10.36,82.22,High
29,46.32,67.73,57.86,39.59,26.57,24.75,Low
24,65.18,51.32,36.2,25.72,20.16,9.35,Healthy
31,54.66,28.54,47.9,5.85,8.0,40.54,Moderate
28,61.44,50.96,52.37,45.12,15.21,9.47,Healthy
35,33.17,16.36,5.68,7.54,28.99,72.24,High
23,52.09,53.81,48.57,30.19,22.31,9.95,Healthy
25,59.41,45.14,58.19,25.05,17.75,6.96,Healthy
21,44.29,48.43,47.25,24.47,20.99,17.4,Low
23,54.35,38.42,10.64,46.68,22.67,25.89,Low
25,59.22,62.95,56.96,36.67,14.4,9.32,Healthy
36,22.3,21.0,10.97,42.22,25.88,61.73,Moderate
31,71.29,29.17,55.66,23.54,16.18,29.01,Low
30,58.07,49.62,51.39,36.24,19.72,8.03,Healthy
23,23.92,11.47,12.21,23.26,9.65,57.22,Moderate
22,41.24,26.34,20.6,27.95,18.89,33.81,Moderate
39,28.55,11.3,8.69,19.87,9.37,74.25,High
34,39.11,36.78,29.7,5.93,4.25,54.23,Moderate
36,24.83,13.12,45.5,5.37,8.7,70.07,High
40,76.76,10.53,21.0,8.05,3.27,75.16,High
24,56.28,22.07,30.68,21.86,4.28,32.08,Moderate
30,62.96,64.41,29.09,44.69,15.34,23.29,Low
34,20.4,19.56,6.22,5.73,14.27,75.3,High
26,54.67,52.59,41.88,27.19,17.4,8.74,Healthy
23,50.14,25.76,28.67,35.91,2.24,32.34,Moderate
36,58.76,11.05,27.71,41.8,20.37,40.87,Moderate
25,59.05,48.61,42.41,32.44,21.03,2.55,Healthy
27,44.18,42.58,42.64,24.1,23.87,19.27,Low
35,24.73,17.44,5.56,10.32,27.12,73.13,High
25,57.26,43.78,54.87,34.51,26.15,6.67,Healthy
25,63.84,61.31,37.49,35.42,20.5,9.52,Healthy
25,52.84,45.79,47.16,36.18,21.83,6.28,Healthy
38,29.98,66.28,6.73,5.29,29.63,70.68,High
25,58.19,55.41,47.72,25.27,18.27,6.78,Healthy
33,60.71,65.41,25.01,8.66,16.36,37.14,Moderate
40,21.19,12.7,30.45,27.79,2.21,71.88,High
39,30.04,31.97,9.01,8.05,6.55,72.08,High
25,52.12,51.47,46.33,33.41,12.38,7.51,Healthy
27,21.66,16.69,7.68,6.9,4.43,70.64,High
39,21.27,33.97,6.5,9.67,6.05,75.68,High
26,61.14,46.79,40.03,38.1,20.49,5.38,Healthy
39,78.33,56.8,18.11,21.49,29.74,46.8,Moderate
34,43.9,23.84,43.26,23.09,21.22,37.78,Moderate
24,50.63,30.03,15.01,43.42,5.49,33.19,Moderate
37,22.21,18.69,31.84,8.59,4.13,73.29,High
35,30.33,39.86,20.54,49.57,23.51,45.83,Moderate
28,25.21,46.32,26.3,24.78,10.54,34.37,Moderate
38,42.78,16.18,9.09,7.33,1.11,76.42,High
27,57.21,46.23,55.64,40.1,16.65,8.25,Healthy
36,79.38,43.16,54.16,43.34,26.47,32.18,Moderate
37,36.95,12.17,13.37,5.66,11.43,73.16,High
28,58.73,42.82,5.4,26.49,14.36,24.63,Low
25,57.24,51.67,17.47,41.18,19.51,11.53,Low
36,23.73,19.54,9.84,15.87,1.72,75.21,High
25,78.76,52.1,13.02,39.92,12.79,23.13,Low
39,33.96,12.18,9.39,27.61,4.32,70.35,High
25,34.91,53.53,18.9,8.26,3.62,41.7,Moderate
32,58.96,69.86,37.92,46.18,28.25,27.63,Low
23,21.33,64.5,38.58,36.13,28.56,33.8,Moderate
20,32.45,30.29,9.39,13.69,28.03,52.8,Moderate
20,65.79,15.87,37.01,33.88,16.69,29.39,Low
31,64.37,12.58,35.09,27.67,13.23,35.12,Moderate
40,24.18,23.78,6.19,24.3,5.37,72.77,High
24,60.14,53.11,54.37,26.57,21.74,5.84,Healthy
40,24.4,63.6,8.78,10.08,2.93,75.07,High
39,79.91,11.4,23.25,35.94,17.56,54.3,Moderate
22,57.7,53.61,53.79,31.13,21.67,8.2,Healthy
23,40.27,68.52,25.22,28.25,15.37,29.74,Low
40,34.03,13.86,6.7,14.74,26.09,73.15,High
23,78.94,38.79,40.83,39.41,10.68,22.95,Low
39,22.03,22.76,9.79,19.19,2.16,76.25,High
25,66.84,37.04,48.72,26.64,1.24,21.25,Low
24,65.3,48.8,43.43,27.76,19.21,7.15,Healthy
26,68.67,49.15,54.17,38.63,19.51,7.12,Healthy
40,31.57,20.59,10.0,11.98,1.2,78.85,High
36,24.43,10.74,6.16,9.78,13.85,77.66,High
39,48.27,18.09,7.62,13.16,1.53,70.38,High
40,27.94,55.48,7.34,6.76,3.04,72.1,High
24,71.22,59.87,49.45,46.06,22.69,15.75,Low
40,23.48,10.68,23.44,43.57,5.23,72.36,High
31,25.11,14.46,47.76,46.83,13.9,48.76,Moderate
21,54.44,25.23,25.91,48.15,21.63,30.1,Moderate
39,25.99,16.07,57.3,5.35,27.4,70.46,High
26,35.85,59.24,51.25,27.27,5.49,26.23,Low
20,21.58,14.53,11.06,5.64,11.52,71.2,High
28,55.63,49.7,55.48,31.86,16.99,7.97,Healthy
32,24.96,13.85,20.5,7.98,2.55,72.7,High
39,21.09,15.2,6.0,44.46,22.55,71.02,High
25,62.27,43.16,50.1,39.36,22.3,5.78,Healthy
31,36.36,29.4,58.26,40.64,14.9,33.64,Moderate
29,76.0,48.35,17.85,28.88,23.47,24.0,Low
28,47.67,45.3,12.28,40.23,17.28,23.94,Low
27,42.37,57.79,9.03,9.81,19.34,38.1,Moderate
28,59.83,47.51,34.21,30.16,18.04,9.27,Healthy
28,60.44,51.93,57.68,32.98,11.47,9.14,Healthy
33,20.76,13.01,13.86,5.7,15.58,73.52,High
25,62.93,53.64,46.47,23.87,21.44,7.15,Healthy
23,57.08,52.95,46.2,26.4,13.87,9.92,Healthy
21,58.53,31.97,30.62,20.17,28.72,26.8,Low
27,52.29,48.96,51.14,32.35,21.79,7.75,Healthy
23,55.54,44.67,58.96,32.98,16.8,9.6,Healthy
21,62.87,54.33,50.8,36.27,16.18,9.93,Healthy
33,68.07,30.28,54.22,27.15,18.29,27.19,Low
22,59.62,53.19,46.95,27.99,23.13,8.32,Healthy
27,54.97,56.88,29.9,38.39,3.76,20.33,Low
37,33.1,25.95,5.26,9.96,5.4,71.85,High
39,22.22,29.22,9.4,9.21,25.94,72.5,High
32,71.22,23.56,53.31,17.49,17.96,35.43,Moderate
21,56.39,39.11,14.85,24.55,29.02,27.54,Low
27,47.59,11.3,25.55,22.8,17.76,37.62,Moderate
26,65.58,52.66,46.5,31.77,29.63,9.6,Healthy
31,51.52,65.12,42.1,40.62,26.21,23.69,Low
38,36.24,54.29,56.92,33.96,2.09,40.7,Moderate
37,36.36,11.18,20.17,5.57,4.31,75.67,High
26,73.83,49.39,45.59,35.84,17.8,9.38,Healthy
23,58.97,56.63,49.3,30.72,14.4,8.81,Healthy
40,23.55,11.07,14.79,41.87,2.46,76.41,High
36,41.48,26.57,47.26,22.21,21.05,40.13,Moderate
39,21.07,17.88,25.8,25.22,2.59,70.16,High
26,49.69,37.62,54.85,32.6,11.99,16.01,Low
27,58.44,45.07,56.05,40.99,24.29,8.87,Healthy
29,74.73,52.37,24.07,36.06,6.62,25.06,Low
37,21.42,16.07,13.53,6.22,2.98,83.54,High
39,20.69,66.98,32.01,33.38,16.07,51.11,Moderate
33,54.51,52.64,59.97,18.37,13.98,23.91,Low
33,32.12,22.96,29.19,14.91,3.73,57.71,Moderate
24,53.58,40.3,19.01,46.56,26.7,22.24,Low
25,67.51,48.58,52.17,25.76,16.63,7.86,Healthy
40,57.89,21.95,19.22,9.22,11.67,56.96,Moderate
24,53.44,51.14,38.93,38.36,26.33,9.09,Healthy
24,61.11,51.71,34.71,36.53,16.74,6.11,Healthy
25,69.84,48.54,51.96,35.76,12.83,7.97,Healthy
24,47.65,43.17,49.72,28.65,19.91,12.39,Low
34,23.36,24.76,13.72,10.7,4.26,70.13,High
24,61.87,51.52,57.72,43.14,18.6,6.24,Healthy
26,59.61,60.36,52.68,30.34,22.2,8.18,Healthy
39,66.5,59.76,57.82,30.1,25.71,30.24,Moderate
25,61.05,37.34,51.83,35.36,15.12,8.19,Healthy
36,26.72,14.32,14.19,7.88,29.05,74.17,High
25,60.5,54.99,45.31,32.34,16.35,4.35,Healthy
38,33.71,11.84,24.67,6.72,26.2,70.42,High
37,21.6,16.04,17.82,7.37,27.43,75.45,High
24,54.62,47.13,48.77,34.26,24.71,6.72,Healthy
22,78.43,64.31,37.3,30.7,7.04,28.32,Low
37,21.03,12.23,25.03,6.28,5.73,79.74,High
24,54.92,48.88,51.11,47.08,24.14,9.26,Healthy
32,51.74,50.93,6.66,42.95,26.2,29.81,Low
27,56.28,55.38,54.07,37.88,14.89,9.3,Healthy
22,29.92,15.41,53.83,39.49,16.91,38.13,Moderate
29,58.33,59.14,32.5,32.76,23.76,14.97,Low
34,43.99,46.34,39.91,5.93,6.81,42.86,Moderate
29,42.51,31.07,27.07,48.99,2.34,41.28,Moderate
38,50.9,19.76,54.08,20.74,26.76,44.23,Moderate
25,53.91,46.63,17.23,28.05,28.67,17.22,Low
39,23.48,16.66,56.81,16.94,1.56,70.21,High
25,61.86,56.93,52.54,36.0,26.85,6.66,Healthy
30,20.81,21.8,13.86,13.11,9.19,62.9,Moderate
40,32.15,19.29,5.05,25.01,4.47,71.79,High
37,49.06,14.39,40.84,16.59,6.86,52.99,Moderate
40,26.15,19.51,13.36,8.26,20.95,74.31,High
36,23.76,10.13,35.36,14.93,2.89,71.22,High
23,59.66,29.8,41.53,28.26,25.08,16.86,Low
22,59.95,48.64,39.93,42.36,12.9,10.0,Healthy
40,31.06,12.22,16.05,16.8,9.43,72.68,High
40,30.14,27.17,6.69,13.72,11.08,70.38,High
26,63.7,28.08,28.83,23.12,6.28,27.7,Low
26,73.14,53.82,34.26,32.73,26.51,14.63,Low
32,53.57,62.22,56.94,30.97,5.58,26.29,Low
30,28.4,53.62,43.11,39.64,5.61,32.06,Moderate
40,33.39,10.44,23.63,16.11,3.07,74.11,High
31,50.31,31.21,12.81,35.52,21.17,32.04,Moderate
38,32.56,32.98,29.47,33.64,19.04,43.76,Moderate
26,61.04,50.65,50.13,41.51,15.69,4.7,Healthy
26,61.74,50.71,47.08,40.71,9.9,7.6,Healthy
25,67.33,48.17,41.06,30.61,25.17,7.87,Healthy
30,53.69,28.35,26.62,30.91,12.86,28.33,Low
35,69.63,11.82,18.6,28.19,5.11,52.75,Moderate
40,36.11,14.85,8.88,5.96,5.39,81.24,High
31,43.39,43.77,55.4,27.04,12.33,24.38,Low
24,55.89,53.25,45.72,38.88,13.1,8.11,Healthy
37,21.94,17.41,5.26,8.91,11.26,79.08,High
25,67.45,52.58,27.86,46.26,23.01,13.47,Low
27,57.62,52.47,26.88,35.51,20.03,9.84,Healthy
38,54.01,49.7,27.0,5.47,13.85,41.51,Moderate
24,64.0,46.96,59.53,30.25,23.43,7.76,Healthy
39,33.82,11.09,25.6,12.11,6.64,71.78,High
25,60.49,45.24,45.67,23.24,13.03,8.75,Healthy
22,49.73,31.86,37.0,22.18,18.83,24.53,Low
21,22.83,24.77,47.98,44.1,26.38,40.96,Moderate
40,75.96,10.88,7.76,11.18,28.08,72.37,High
24,58.38,38.25,7.29,18.2,16.92,26.75,Low
30,32.99,43.63,47.47,34.68,22.3,23.93,Low
40,29.85,15.14,9.94,23.55,6.67,72.24,High
21,51.92,17.57,46.32,18.71,16.34,32.67,Moderate
22,51.19,48.49,47.62,34.58,17.0,9.92,Healthy
38,27.29,20.77,10.81,9.35,2.01,79.1,High
22,62.96,19.55,57.77,18.22,26.04,29.56,Low
23,73.29,29.9,24.97,47.14,12.42,30.87,Moderate
30,42.98,48.82,8.2,27.39,20.11,29.15,Low
26,40.43,59.66,51.18,35.22,2.21,24.4,Low
31,77.2,52.31,38.01,20.99,23.08,24.91,Low
25,59.19,55.58,36.23,42.51,13.36,9.15,Healthy
38,24.1,16.81,19.08,20.37,2.45,72.5,High
34,59.96,57.37,12.86,41.18,23.38,27.41,Low
24,67.47,56.68,46.02,38.47,17.51,9.77,Healthy
27,62.73,46.24,49.17,31.86,24.64,7.57,Healthy
35,20.79,20.34,23.27,10.77,1.2,73.63,High
34,22.74,15.11,7.58,10.73,17.91,71.05,High
36,20.73,59.21,8.12,7.02,4.61,70.67,High
24,75.94,18.44,14.28,8.74,29.59,49.75,Moderate
21,53.41,61.19,23.86,14.38,2.59,36.56,Moderate
27,58.84,42.38,38.78,31.51,21.58,9.47,Healthy
37,71.88,44.59,41.87,21.37,19.97,30.22,Moderate
38,63.41,50.07,40.94,34.02,1.44,29.26,Low
22,79.14,18.28,17.68,24.81,20.74,40.27,Moderate
40,26.38,69.4,6.24,48.84,3.72,70.84,High
39,21.38,13.91,13.9,22.65,4.64,75.92,High
39,30.19,11.91,8.72,19.36,22.98,70.09,High
25,39.67,65.22,30.09,11.39,16.68,32.69,Moderate
23,60.45,53.17,45.37,46.05,23.22,8.9,Healthy
37,23.78,68.77,11.71,9.03,6.75,71.02,High
34,41.39,21.02,6.39,49.81,5.64,59.3,Moderate
40,31.89,21.94,11.33,13.88,6.94,72.42,High
25,48.37,28.78,58.05,37.27,22.35,18.11,Low
25,45.76,23.34,24.53,25.42,11.53,31.37,Moderate
39,24.54,18.26,21.02,9.92,25.67,71.86,High
34,56.72,58.21,22.12,44.13,13.07,28.55,Low
24,46.67,46.11,45.5,33.65,27.04,12.58,Low
35,38.24,12.38,13.04,44.34,2.53,63.33,Moderate
40,22.23,14.1,21.95,47.57,8.33,71.66,High
40,56.35,51.91,47.48,13.54,11.27,34.91,Moderate
34,49.24,31.52,46.24,25.89,19.46,29.48,Low
37,23.39,28.38,10.94,9.07,28.59,70.34,High
23,51.01,36.0,27.82,31.78,8.18,23.66,Low
33,59.32,60.44,34.51,11.18,23.75,30.24,Moderate
24,58.03,47.86,43.52,38.09,26.64,6.5,Healthy
23,51.63,56.04,57.19,7.89,24.56,24.66,Low
24,57.15,13.99,42.75,41.27,18.9,23.15,Low
26,66.83,48.94,50.05,25.58,21.23,8.07,Healthy
32,20.05,66.46,42.93,40.87,26.86,41.64,Moderate
40,41.22,14.55,39.07,31.13,15.21,50.52,Moderate
40,26.48,10.89,29.92,12.41,24.83,71.12,High
35,35.78,18.07,54.66,7.14,27.34,57.48,Moderate
32,27.09,23.94,15.92,5.92,1.28,70.63,High
40,45.82,31.51,33.18,28.71,7.35,45.73,Moderate
24,66.32,47.37,48.74,45.67,17.08,9.61,Healthy
30,43.96,26.63,11.5,29.12,16.35,38.59,Moderate
24,28.1,30.7,7.23,14.46,5.74,53.32,Moderate
21,50.57,18.59,37.33,35.95,23.04,28.34,Low
25,64.05,41.32,47.52,39.06,16.53,8.0,Healthy
24,60.26,47.55,49.93,24.04,14.92,7.28,Healthy
26,62.18,52.44,54.48,45.87,14.57,8.73,Healthy
38,57.03,63.5,43.77,8.67,1.67,47.34,Moderate
26,72.66,36.87,45.08,44.2,4.42,24.11,Low
40,75.88,66.68,6.93,38.89,22.65,49.45,Moderate
23,62.7,45.94,45.44,38.49,12.35,9.42,Healthy
32,55.39,14.33,5.02,8.69,13.51,56.44,Moderate
26,62.19,49.22,59.84,41.17,26.06,7.19,Healthy
39,24.2,28.13,12.62,5.06,18.82,72.3,High
27,58.15,43.3,52.77,34.54,26.72,9.11,Healthy
23,56.33,49.31,36.73,27.87,16.67,9.31,Healthy
39,23.41,21.92,17.81,14.12,4.75,74.12,High
26,63.35,53.49,53.23,39.76,29.21,9.07,Healthy
30,48.62,54.42,25.51,48.43,7.72,29.01,Low
33,50.32,29.68,7.91,5.79,29.27,54.82,Moderate
27,63.51,53.66,56.42,30.28,20.66,7.94,Healthy
25,61.49,49.61,51.66,25.88,21.72,3.8,Healthy
35,72.39,17.53,49.87,16.87,5.04,49.28,Moderate
38,64.04,50.15,7.4,25.62,19.52,33.88,Moderate
33,70.21,16.05,8.67,5.93,6.08,64.13,Moderate
25,44.19,28.62,37.3,38.14,5.37,27.28,Low
25,67.37,61.41,33.45,35.54,28.53,15.07,Low
25,58.91,53.17,52.16,36.31,29.75,5.81,Healthy
23,65.36,27.72,35.14,25.47,2.46,29.82,Low
21,40.38,59.71,45.19,20.95,13.16,27.25,Low
39,54.85,19.81,25.76,43.54,27.02,45.76,Moderate
27,60.33,40.28,49.41,34.53,24.66,8.87,Healthy
35,22.38,10.5,13.38,6.67,20.56,75.11,High
27,64.49,46.23,46.05,27.6,20.05,8.97,Healthy
22,31.07,60.17,31.18,30.59,22.46,28.29,Low
27,56.51,55.37,36.79,33.88,8.02,13.88,Low
37,30.73,25.03,30.46,37.64,27.8,49.61,Moderate
21,60.34,12.9,57.03,14.21,21.5,33.7,Moderate
36,21.06,17.44,20.3,6.81,9.16,74.94,High
39,36.86,14.97,42.43,5.96,2.81,70.89,High
20,28.57,10.61,5.86,7.88,10.51,70.68,High
25,56.49,59.7,46.0,42.36,16.24,9.58,Healthy
33,25.93,14.48,9.74,11.19,7.14,72.06,High
37,26.47,18.51,22.74,10.43,1.15,74.82,High
29,31.81,39.35,31.53,29.83,12.22,31.62,Moderate
28,54.43,51.9,6.32,28.8,20.6,21.44,Low
32,62.02,29.73,33.84,16.71,18.07,30.67,Moderate
22,57.09,19.45,42.04,48.65,27.79,28.72,Low
26,67.88,27.76,19.16,28.97,15.56,26.06,Low
32,29.25,41.25,31.35,47.67,16.66,37.3,Moderate
31,44.49,59.03,29.72,29.34,28.95,28.37,Low
24,27.85,41.55,33.85,21.31,18.62,29.19,Low
40,29.22,64.61,11.27,10.59,4.47,70.77,High
40,35.24,15.24,16.55,7.03,9.74,75.15,High
39,35.86,14.38,8.85,21.09,2.78,72.47,High
26,26.9,45.96,49.43,6.59,6.27,39.43,Moderate
26,49.71,62.8,25.36,39.93,16.96,19.66,Low
24,66.91,33.87,35.49,17.54,15.66,22.87,Low
37,24.07,10.32,17.3,46.05,7.4,70.09,High
23,27.81,28.5,12.83,8.26,4.47,58.59,Moderate
40,20.51,10.34,57.35,13.86,6.25,74.99,High
23,77.37,35.6,22.92,33.04,5.47,30.97,Moderate
24,26.7,51.49,19.66,45.32,3.03,36.66,Moderate
30,50.26,41.4,14.53,39.55,7.58,30.58,Moderate
31,21.82,35.17,40.68,34.34,20.97,35.87,Moderate
25,49.73,53.44,44.16,34.16,16.98,8.11,Healthy
24,32.04,48.09,53.11,48.32,8.41,25.35,Low
26,44.56,47.08,29.37,33.05,27.91,17.22,Low
25,48.07,54.53,43.83,39.78,20.12,9.84,Healthy
33,50.29,46.5,53.2,13.1,25.56,28.34,Low
28,74.25,22.07,25.41,11.46,4.93,47.23,Moderate
39,27.02,21.9,21.64,6.42,15.87,70.5,High
28,52.09,50.47,11.56,38.97,29.85,22.48,Low
31,49.0,24.39,44.22,28.52,22.37,28.81,Low
40,33.11,13.9,16.36,13.19,3.3,76.7,High
27,57.2,20.6,44.29,46.11,14.29,24.25,Low
38,20.96,10.69,8.3,10.62,3.08,86.7,High
23,60.03,53.51,59.66,42.81,26.24,9.45,Healthy
25,60.72,46.45,38.82,25.72,10.75,9.45,Healthy
40,75.31,15.65,8.36,6.55,28.34,72.78,High
21,71.22,46.28,47.06,10.81,21.24,24.03,Low
40,22.68,14.47,58.73,17.04,5.47,70.66,High
21,71.04,15.53,52.36,20.95,18.47,33.26,Moderate
25,30.91,51.53,41.75,9.02,9.48,32.22,Moderate
34,69.92,12.17,12.8,42.65,28.57,50.24,Moderate
34,51.31,61.3,42.66,46.92,19.68,26.62,Low
24,79.25,47.74,55.73,44.01,17.9,15.48,Low
24,30.23,61.25,11.9,42.22,9.76,37.26,Moderate
40,22.77,69.51,12.73,20.83,1.55,71.75,High
40,20.62,13.93,7.26,15.71,8.24,81.82,High
24,62.13,47.14,51.79,40.23,8.55,9.35,Healthy
28,20.79,59.49,32.56,24.38,6.85,39.93,Moderate
30,34.24,31.44,28.97,49.69,22.07,38.39,Moderate
32,78.84,40.04,28.52,25.04,17.98,31.15,Moderate
27,71.52,50.29,55.56,36.97,21.66,9.62,Healthy
27,50.7,49.19,59.85,34.48,21.26,9.23,Healthy
23,48.15,45.49,14.57,38.84,14.23,22.03,Low
30,74.37,57.77,32.42,47.7,8.95,29.1,Low
27,44.11,32.17,31.19,29.93,19.36,24.09,Low
22,61.09,51.95,45.64,42.4,16.43,8.5,Healthy
39,21.87,11.62,6.18,42.53,4.97,77.63,High
40,23.7,24.72,7.44,17.35,8.25,73.84,High
40,21.23,55.97,5.52,5.34,7.96,74.37,High
20,75.41,51.39,34.43,43.59,1.89,28.59,Low
25,62.62,38.28,45.38,36.06,26.26,9.44,Healthy
24,29.14,61.01,34.68,34.66,25.54,26.29,Low
24,41.98,54.89,48.96,17.35,25.48,21.04,Low
39,34.28,22.79,8.83,5.47,26.89,73.01,High
35,21.23,15.05,13.51,6.8,18.25,73.47,High
37,37.04,12.13,35.0,5.31,2.56,71.79,High
25,59.93,45.01,41.7,29.65,21.78,4.94,Healthy
22,64.8,50.04,36.63,33.49,15.82,9.62,Healthy
39,32.98,23.94,24.31,39.43,25.21,52.91,Moderate
23,57.9,49.58,47.79,27.08,24.1,7.03,Healthy
26,62.88,39.66,57.64,36.67,17.54,9.47,Healthy
27,44.31,39.22,57.83,47.16,27.14,22.84,Low
26,69.5,41.4,52.08,11.88,28.48,23.42,Low
25,25.75,59.6,28.46,47.4,7.85,34.89,Moderate
24,65.51,51.61,57.07,38.44,12.43,8.6,Healthy
25,66.38,16.56,26.84,43.81,24.26,28.01,Low
26,44.42,39.82,26.3,38.27,10.15,23.1,Low
40,22.35,57.17,9.84,12.73,2.6,70.92,High
39,51.67,47.63,56.98,38.89,12.33,27.87,Low
37,45.67,57.66,27.22,16.62,13.14,40.81,Moderate
29,39.69,36.24,35.22,45.86,9.72,31.73,Moderate
26,66.62,36.21,41.11,16.15,12.79,22.3,Low
27,52.33,52.74,45.64,25.65,5.61,16.97,Low
23,58.97,44.98,32.85,39.19,7.9,14.19,Low
24,62.28,49.31,54.69,19.89,19.64,8.64,Healthy
40,79.27,11.98,18.38,7.45,12.53,71.67,High
26,53.75,60.45,24.09,25.4,28.12,20.58,Low
40,24.79,13.92,35.66,16.6,7.38,70.17,High
33,59.75,44.46,52.45,5.03,22.58,29.17,Low
40,64.94,15.81,6.46,28.2,19.25,53.45,Moderate
22,60.8,64.62,30.57,36.92,22.23,15.96,Low
23,65.25,50.06,49.98,32.55,23.62,6.44,Healthy
25,48.01,48.17,39.5,36.11,23.5,9.19,Healthy
39,26.29,12.31,47.53,12.79,5.25,70.42,High
21,50.38,36.3,12.68,10.95,27.59,39.77,Moderate
31,64.31,40.81,46.59,21.44,8.43,23.98,Low
40,32.65,21.54,22.47,5.14,7.55,73.84,High
40,26.58,29.06,7.18,13.84,5.26,74.28,High
35,22.22,58.29,39.53,15.8,17.51,45.92,Moderate
25,50.54,52.4,37.28,38.22,15.62,9.41,Healthy
26,71.66,53.29,44.28,8.85,19.47,21.64,Low
30,51.51,49.81,52.88,34.59,22.98,11.81,Low
40,28.63,13.52,5.3,23.43,2.56,78.34,High
40,21.99,20.62,34.21,7.66,8.31,73.88,High
25,54.58,53.18,50.3,37.45,16.9,5.27,Healthy
24,34.82,18.9,36.96,46.4,11.0,38.0,Moderate
36,24.67,30.32,5.36,6.79,3.51,75.99,High
39,28.15,11.33,19.67,18.67,10.07,70.54,High
35,29.26,22.64,12.38,8.3,3.47,72.28,High
25,52.52,46.49,53.48,25.0,25.16,9.97,Healthy
27,51.96,42.04,27.35,30.36,7.99,20.81,Low
26,59.62,68.34,38.3,17.1,3.39,26.87,Low
38,21.47,23.44,7.38,12.9,2.69,79.22,High
21,26.77,35.67,28.13,27.99,22.12,35.49,Moderate
39,29.81,11.76,5.35,11.64,28.95,78.84,High
33,75.21,38.22,15.26,23.77,2.67,44.35,Moderate
40,26.14,10.45,49.03,7.19,13.49,71.99,High
24,61.01,54.82,57.33,39.37,19.38,5.98,Healthy
28,59.56,49.97,52.34,47.6,23.3,9.14,Healthy
26,64.02,53.58,47.19,40.96,10.87,9.75,Healthy
39,20.02,25.55,17.18,6.29,17.4,73.37,High
36,74.27,32.29,29.82,24.53,19.7,37.61,Moderate
38,38.34,10.48,14.37,8.11,2.79,77.66,High
37,24.74,33.74,15.38,7.27,3.44,71.27,High
29,40.05,64.55,32.56,30.2,24.12,27.57,Low
26,39.82,27.33,16.46,13.75,20.17,39.95,Moderate
28,65.2,48.3,57.45,30.47,23.61,9.96,Healthy
31,78.76,48.06,52.83,31.43,22.07,19.5,Low
25,51.72,47.09,50.99,39.79,14.62,7.99,Healthy
26,58.78,50.97,35.33,35.58,28.54,7.64,Healthy
34,22.41,13.35,5.56,7.35,5.18,81.34,High
37,69.03,40.59,38.8,43.72,17.66,29.56,Low
26,69.99,44.29,9.2,11.4,19.19,30.79,Moderate
20,22.17,10.09,7.23,5.77,3.11,79.59,High
23,58.74,47.48,52.63,48.98,20.14,9.52,Healthy
21,59.0,44.52,59.67,35.57,20.51,9.93,Healthy
27,60.4,40.06,45.25,37.47,15.19,9.81,Healthy
24,60.22,54.15,52.54,44.51,13.74,8.12,Healthy
22,68.94,58.34,15.15,20.37,25.35,27.86,Low
38,41.88,14.03,7.35,11.52,8.54,70.92,High
29,60.25,51.63,49.23,28.59,17.1,8.34,Healthy
34,60.33,36.23,43.75,44.63,9.11,26.46,Low
36,28.68,11.66,20.43,9.66,3.2,75.66,High
39,22.95,11.73,40.35,5.37,20.6,72.37,High
24,57.17,41.71,49.07,35.36,13.81,8.67,Healthy
36,67.98,19.47,15.36,27.31,17.7,44.91,Moderate
39,20.52,12.48,17.88,46.2,28.61,71.14,High
38,21.0,38.38,8.85,5.97,8.15,72.68,High
23,54.42,53.08,55.95,34.98,20.16,7.62,Healthy
24,77.87,43.86,49.98,32.3,12.71,15.94,Low
39,63.19,18.88,42.59,34.21,10.19,40.18,Moderate
24,60.94,47.29,53.26,18.15,18.18,10.0,Healthy
